GeneID	logFC
ASNS	1.774534749
STX10	-1.789249019
ATP6V1B2	-1.764438828
RAC3	1.775707988
UGT8	1.81905481
FAM161A	1.899831899
ANKRD52	-1.765941252
PSMA1	-1.762694634
SLC22A4	-2.139830024
BMP2K	-1.84292999
GMPR2	-1.799265035
ADORA1	1.845507462
ZNF668	-1.777264381
TRAPPC2L	-1.78497869
MAPKAPK3	-1.76709658
FLNB	-1.763837757
B3GAT2	2.16151528
EGF	-2.102582311
GATSL3	-2.102582311
PRKD2	-1.780038571
AC017104.6	-2.675546309
ADAMTSL1	-2.675546309
CDRT1	-2.675546309
RP11-378A13.1	-2.675546309
CGB	2.560800637
RUNDC3B	2.560800637
VWA7	2.560800637
AS3MT	1.86139687
LDLR	1.767141501
CTDSP2	-1.760816597
SSSCA1	-1.780635261
PEBP1	-1.758676614
RBM45	-1.986211292
MAGIX	2.205108317
PAPLN	2.205108317
RB1CC1	-1.769729829
CACYBP	1.755205329
A2M-AS1	-6.344370056
AC010547.9	-6.344370056
ADAMTS14	-6.344370056
AL020996.1	-6.344370056
DNAH11	-6.344370056
ELFN2	-6.344370056
ERVMER34-1	-6.344370056
FAM71E1	-6.344370056
IL1RL1	-6.344370056
INCA1	-6.344370056
KCTD4	-6.344370056
KRT35	-6.344370056
LINGO2	-6.344370056
RP11-309L24.4	-6.344370056
RP11-399O19.9	-6.344370056
RP11-706J10.1	-6.344370056
RP5-977B1.11	-6.344370056
SORCS3	-6.344370056
SP140	-6.344370056
STEAP1	-6.344370056
TMEM132B	-6.344370056
TMEM252	-6.344370056
ZCCHC5	-6.344370056
GOLGA5	-1.784204843
SLC30A1	1.751903126
METTL18	-2.113820553
DPYSL3	1.754536688
SUV420H2	1.764454878
STOM	-1.805846155
ATOX1	-1.781073862
PLEKHF1	-1.845003229
HSPB1	1.748361964
NUDT1	1.776744146
DNAH1	-1.807744403
ZBTB9	1.773331163
PPP1R15B	1.751860587
BNIP3L	-1.75449035
SEC22B	-1.791215424
POLR2L	-1.755652538
SMYD2	-1.787749601
CREB3	-1.766529806
SLC7A5	-1.746149328
TRIOBP	-1.761071387
FAM27E3	2.304170918
STAC3	2.304170918
LMLN	-2.686641469
CCDC28B	1.886188577
NOMO1	-1.749433514
MTRNR2L9	1.915545967
SHOX2	1.915545967
NFKBIA	-1.748946459
JKAMP	-1.770893764
ANKRD24	2.003019091
RPGRIP1L	2.003019091
SNX24	-1.828216138
B4GALT4	-1.772931977
FKBP9	-1.752379646
TRIM11	-1.752575577
HERPUD2	-1.786137836
SIRT6	-1.757963956
SIRPA	-1.768464444
USP37	1.762889765
IL9R	3.280741227
LGALS4	3.280741227
MAP3K14-AS1	3.280741227
MMP17	3.280741227
TMC8	3.280741227
ZNF449	3.280741227
RP11-7K24.3	-2.973176429
CTTNBP2NL	-1.788422844
STT3A	-1.743269602
PPP2R2D	-1.774655853
LMAN2L	-1.796003562
SPIN4	1.793967663
MPHOSPH9	1.997292167
RASGRF2	-1.811377554
FZD3	1.928470081
CHTOP	1.73761862
SCAND3	2.133562207
ELL	-1.750401603
WDR91	1.842542252
APOBEC3C	2.262069389
IRF5	-1.813306101
PPM1K	-2.074366277
IQGAP2	2.008090839
WDR25	-1.901457023
ZMYM6	-1.787374527
PIF1	1.988537066
CADM4	-1.739807842
CDCA7L	-1.755721561
GALNT1	-1.770404038
OAT	-1.737728075
AC004076.7	3.806961004
AC226150.4	3.806961004
AKAP6	3.806961004
RP1-37N7.3	3.806961004
RP4-798A10.7	3.806961004
S100A5	3.806961004
SERINC4	3.806961004
UGT3A2	3.806961004
FAIM3	-3.48628725
MAOB	-3.48628725
PDE7B	-3.48628725
RP11-378A13.2	-3.48628725
RP11-46J23.1	-3.48628725
ZEB2-AS1	-3.48628725
CTA-204B4.2	2.173477973
RP11-388M20.1	2.173477973
ZBTB8B	2.173477973
RP11-384L8.1	-2.501413601
BAALC	2.307613936
GNAI2	-1.728618739
MZT1	1.744182073
GBF1	-1.735544279
PMM2	-1.737444468
NINJ1	-1.736307478
PRKAB2	1.735440553
CPZ	2.449040745
PITPNC1	1.860451434
RP11-215G15.5	1.78568933
BRI3	-1.726762796
IRF2BP2	1.731485038
SBDS	-1.728549803
TYK2	-1.730005829
ZFP36	-1.770543211
CLK2	1.73427637
SLC38A7	-1.782278358
SIK2	-1.729733013
TP53I3	-1.735613444
TRNP1	-1.790350606
NELFB	-1.729347987
WDYHV1	1.783009736
CTD-2256P15.2	2.121836625
WSB2	-1.725307996
IQCB1	1.76835214
F8A1	1.718612733
GAMT	1.722651122
ARHGEF40	-1.738162793
PPT2-EGFL8	1.781156806
KIF13B	-1.83351842
SYF2	-1.730101707
FAM213B	-1.72999137
EEF2K	1.74130737
TMEM59	-1.716913146
PMAIP1	1.716973709
TMEM30A	-1.714213263
C14orf37	-2.361900215
KCNAB3	2.259930555
NSUN6	2.259930555
EGLN3	-1.922538367
CTA-384D8.36	1.895294428
AADAT	1.772997277
SQLE	1.723188093
AARS2	1.742947802
RP11-259N19.1	-2.151467573
RP11-391M1.4	1.891221211
PPAT	1.730926481
PACS1	-1.717037804
BCL2	1.888094758
GSTO1	-1.711271602
FIGNL1	1.75354509
PDK4	-1.899657268
MMADHC	-1.713658367
GALNT4	-1.854782963
SLC33A1	-1.783371249
TRPS1	1.810392845
BOLA1	-1.904908441
CLDN12	-1.727047177
MAML1	-1.721685731
CARKD	1.73444443
RUSC1	1.709221133
IRS2	-1.702100387
ZNF607	1.958875873
NR4A3	-2.641036252
NKX3-2	2.368500332
PURG	2.368500332
DENND2A	1.733659091
SMIM5	1.998041445
H1FX-AS1	2.886418608
INHBC	2.886418608
LA16c-366D3.1	2.886418608
LHB	2.886418608
AVIL	-2.614501914
MORC2-AS1	-2.614501914
DPY19L2	2.487226352
GOLGA8T	2.487226352
N6AMT2	2.487226352
RP11-325K4.3	2.487226352
RP11-48B3.3	2.487226352
RP11-96D1.10	2.487226352
GPX3	-1.714508674
ZNF625	1.972447132
BOK	-1.711754698
PITRM1-AS1	-1.797054427
MFF	-1.728769681
ERP44	-1.722023011
PRDM4	-1.711231739
CASP7	-1.765824266
ERN1	1.755510063
PKNOX1	1.761896867
MKS1	1.809330023
TEX9	1.990569723
PITRM1	-1.701605843
ARFGAP2	-1.699037273
DHPS	1.706954267
CHMP3	-1.703639994
NLN	-1.732485979
RAB5B	-1.718295687
NMT2	-1.747752477
PRDM5	-1.847296123
SRSF2	1.689976183
TAOK3	-1.741605705
AP000783.1	-1.885177645
OXCT1	-1.734304974
ATPAF2	-1.736334574
AACS	1.716356653
DCUN1D3	1.716356653
VPS26A	-1.706053161
AC016747.3	-2.196660335
ZNF527	1.795380495
RAB1B	-1.687270053
VAT1	-1.69581197
IFI35	-1.760775821
SNED1	1.801546475
ESPL1	1.716309493
CTA-211A9.5	-2.459758938
C5AR1	2.257187725
M6PR	-1.705752086
AP3S2	-1.729032917
AIFM2	-1.710417535
MSH6	1.687027511
AC012146.7	1.939277182
PLCD4	1.939277182
LINC00863	-1.925843133
PPP6R2	-1.707786702
CCDC86	-1.692749929
NBPF10	-1.703058148
C14orf28	-2.008157757
TRIM24	1.700098581
MFSD10	-1.685384392
KPNA3	-1.698649993
DAPK2	1.816709905
GTF2H1	-1.784958619
EML5	-1.794893974
PCBD1	1.717686689
HIPK2	-1.689726764
YEATS2	-1.783795722
MIER3	1.694506409
C12orf5	1.703766702
TMF1	-1.700753998
MAPRE3	-1.758578753
SCG2	-1.750012203
KNSTRN	1.721666758
ROCK1	-1.697257732
SEMA4B	1.680941981
ADK	-1.730582532
CTC-241F20.3	-2.121804067
SPPL2A	-1.722770861
TXNIP	1.680043554
PELI3	-1.702800737
RAD1	1.702097104
TGFBR3L	-1.879404286
AC007389.3	1.814410657
SENP7	1.859848796
LIFR-AS1	2.385230797
DENND4C	-1.770979489
CDC42EP1	-1.685526317
SNX3	-1.681907806
TUBGCP5	1.780852059
ZNF440	1.780852059
FHIT	1.805404606
TMEM9	1.67467287
C4orf33	1.810512809
C5orf54	3.193873322
CARD11	3.193873322
CTD-2162K18.3	3.193873322
RP11-299G20.2	3.193873322
RP11-388C12.8	3.193873322
USH2A	3.193873322
NPPA-AS1	-2.899692587
RP11-1094H24.4	-2.899692587
SRD5A3-AS1	-2.822264014
ZNF487	-2.822264014
ODF2	1.70248736
XPO5	1.679672198
DACH1	2.108057605
RP11-490O6.2	2.108057605
MTHFD2	1.672082653
PGLS	-1.7009909
MCU	-1.708348834
NBPF14	-1.694026085
ZNF84	1.699632423
GDE1	-1.683897206
TWIST1	-1.710486171
GPD1L	-1.839838726
OIP5-AS1	1.687716434
VPS4B	-1.688490671
CCDC94	-1.677938164
COIL	1.687917548
TIMM17B	1.679774627
TFAP4	-1.743266674
AC000068.9	-1.909380798
PDSS2	-1.909380798
ASCC2	-1.68307505
SBNO2	-1.669806404
AP2A1	-1.672582266
HSD17B1	1.805954445
CAMSAP3	1.710981931
MTBP	1.730489429
FAM107B	-1.696045996
PQLC3	-1.82109154
ZNF503	-1.666753227
RP11-2B6.2	2.090884908
USPL1	1.930662265
PKP2	-1.753284802
CTD-2410N18.3	-2.252565526
KDM4D	-2.217061784
TMEM229B	2.1798726
SAP130	-1.711451707
VAMP4	-1.804879566
RP11-326K13.4	-1.768531621
FAM21A	-1.696139413
POLA2	-1.692824487
FLCN	-1.677899765
BDH1	-1.733480634
IL11RA	1.73252615
ENDOG	1.675153681
ABHD14B	-1.709843859
NNAT	1.927438678
SEC61A1	-1.659517148
RP13-977J11.2	-1.983553353
RP11-159D12.2	1.667706632
COL6A1	1.660793431
POLE	1.658627534
ZDHHC2	-1.681925652
TMEM163	-2.54525885
CCDC125	2.312166362
PCDHB3	2.312166362
RP5-1063M23.2	2.312166362
KDSR	-1.668003492
C18orf32	1.684951738
ERCC4	-1.812845375
GPBP1L1	-1.682197168
IRF3	-1.677211919
PLEKHM2	-1.652358607
RP5-1024G6.8	1.714700721
RP11-195F19.5	1.73866789
LINC00665	1.784387991
DNAJC24	-1.892728445
TSKU	-1.657424993
ZFC3H1	-1.679379245
TMEM214	-1.662090233
SAMD8	-1.696917896
SMARCA4	1.65154566
PGAM1	-1.64732287
RP11-89K21.1	1.73662699
C9orf85	-1.868545452
NUCKS1	1.648315138
ERICH1	-1.756832356
AC104135.2	-6.208640974
AC106786.1	-6.208640974
AL118506.1	-6.208640974
CHADL	-6.208640974
CSGALNACT1	-6.208640974
EVI5	-6.208640974
FAM189A2	-6.208640974
IL18R1	-6.208640974
MGC4294	-6.208640974
OLFML2B	-6.208640974
PENK	-6.208640974
PLAG1	-6.208640974
PRSS16	-6.208640974
PSG3	-6.208640974
RAB9B	-6.208640974
RAET1G	-6.208640974
RP11-182J1.1	-6.208640974
RP11-254F7.3	-6.208640974
RP11-326G21.1	-6.208640974
RP11-384F7.2	-6.208640974
RUFY4	-6.208640974
SIGLEC9	-6.208640974
SLC45A2	-6.208640974
SPINK1	-6.208640974
TREM1	-6.208640974
UNC80	-6.208640974
PHF10	-1.718976407
ADAMTSL2	3.692518853
CCDC173	3.692518853
ERVH48-1	3.692518853
FAM230A	3.692518853
HMX3	3.692518853
LINC00623	3.692518853
TNNI3	3.692518853
TRPC5OS	3.692518853
VSX2	3.692518853
FAM71F2	-3.387684378
PCDHB17	-3.387684378
ULBP2	-3.387684378
VEZT	-1.661045165
CBLN3	2.204934942
VILL	1.817090695
MED13	-1.661883859
HSDL2	-1.702668075
TENM1	1.906460657
PPM1H	1.662715734
GNPTAB	-1.673315863
NFIB	-1.801176521
CCDC157	-1.785913565
CELF5	2.808889611
CTD-2410N18.5	2.808889611
MACROD2	2.808889611
POTEI	2.808889611
PRKCG	2.808889611
RDM1	2.808889611
ST3GAL5	2.808889611
WI2-89031B12.1	2.808889611
AC011747.7	2.409697355
LRP4-AS1	2.409697355
RP11-444E17.6	2.409697355
SOCS2-AS1	2.409697355
TRPM2	-1.787180666
IER5	-1.640151293
BUD13	-1.685062457
UBFD1	-1.651572454
ATP6V1D	-1.668821631
REEP2	1.665544655
ABCA3	-1.649427491
IPPK	-1.665284231
RP11-448G15.3	-1.738431769
UBALD1	-1.647965471
TRABD	-1.65265096
CLYBL	2.059254565
FLJ00418	1.660904306
SNX9	-1.647663372
RNF182	1.688742113
TMEM43	-1.650608968
DEK	1.637046002
SNAP47	-1.673592982
TNKS1BP1	-1.637446091
DERL3	1.674711066
EIF4G1	-1.635277995
TCTEX1D4	-2.284185732
CRISPLD2	2.167159358
ZNF92	1.66820506
RNASEK	-1.652353539
INPP1	-1.789650145
LRP8	1.649359781
UBE2D1	-1.675479317
LRP11	-1.69859262
PDDC1	-1.643800408
STARD10	-1.661007431
ZNF555	1.802460694
NBPF8	-1.688421734
EDEM1	-1.664650808
ZNF471	1.914161227
PROSER1	-1.668140723
TMEM151A	-1.654188664
FAM60A	1.647118984
CDCA3	1.661021362
HDAC1	1.634278127
LRRC56	-1.74519583
KIF17	-1.775697568
GSTM4	1.661220539
IDE	-1.675581471
PDAP1	-1.631405145
LOXL1	-1.627757925
PLXNB2	-1.627189193
ULK4	-2.180662227
ZNF66	2.136948605
CORO7-PAM16	1.75569117
KIAA2026	1.704676393
SOS1	-1.700947394
PYCARD	-1.825760616
APLP1	1.63797434
RALGPS2	1.660262991
BEND6	-1.79168363
DIAPH2	-1.742433857
PLAGL2	1.641480109
CABP4	2.318467423
CABYR	-2.131275743
TMEM194B	-2.131275743
CTC-459F4.3	2.112232098
ISOC2	1.632020179
CCDC109B	-1.664089629
CMPK1	-1.631043542
SLC41A3	-1.635124482
ANP32A	1.638183582
PELI1	1.658505979
PKIG	-1.637583904
USP47	-1.625220568
TWSG1	-1.643046425
SMC3	1.622554582
ZFAND6	-1.633259416
RUFY1	-1.681731921
APH1B	-1.735718136
FBXO18	-1.735718136
BET1	-1.725378999
RP13-39P12.3	1.880196775
PEX16	-1.644579979
TMEM238	-1.672660321
GHDC	-1.630688087
TSPAN17	-1.635500925
C15orf62	2.05426805
RP11-544A12.8	2.05426805
IFT20	-1.717946103
JUN	-1.615370117
SOX12	1.621456778
PVRL2	-1.617491388
FAM229A	-1.699923266
TM2D2	-1.631078121
RP11-351I21.11	-1.85883577
ACYP1	1.858106262
MGLL	-1.623190689
NOP10	1.634830989
MOB3B	-1.770795388
WDR13	-1.620015228
ZFP30	1.661855392
CHAC1	1.643961685
ADNP2	1.617519488
GOLGA2P2Y	2.026915167
TRHDE-AS1	2.026915167
CTA-445C9.15	-1.978122235
RP11-438N16.1	-1.978122235
PM20D2	-1.654725008
EXOC3	-1.625830349
RP4-769N13.6	-2.494875136
VSIG1	-2.494875136
C2orf43	2.253542979
FAM155B	2.253542979
FAM72C	2.253542979
NUTM2F	2.253542979
ARHGEF10	-1.657703368
DNMT3B	1.68496915
ANKRD9	-1.623674558
RGPD8	-1.695369342
RPS27	1.60585349
PWP2	1.623864954
E2F3	1.71175168
PRELID2	1.885081233
ZDHHC5	-1.613537377
ABCA5	1.637360656
SPOPL	-1.689871677
RAP1B	-1.61032074
PMEPA1	-1.6475923
TMEM38A	1.656743174
LA16c-313D11.12	1.883877859
IFFO2	1.615662108
B4GALNT4	1.60811887
CISD1	-1.655545701
RSPH9	1.882806338
ZNF492	1.882806338
PSPC1	1.604621554
ANXA7	-1.611298462
RP1-140C12.2	3.101437883
SMIM1	3.101437883
TUSC5	3.101437883
AC005042.4	-2.740443044
KBTBD8	-2.740443044
C8orf58	-1.648331917
SHBG	-2.372658089
TNFRSF10C	-2.372658089
MTFMT	-1.759091428
RP1-241P17.4	1.85680433
TUBB2A	-1.607195207
HECTD2	1.735646715
MIR600HG	1.735646715
KCNQ3	1.857178424
MT2A	-1.598099336
GMNN	1.608429989
NT5M	1.702279773
PRKD1	-1.874155352
ZFAT	1.621626416
MAF1	-1.606224621
NSF	1.623300776
KLF6	-1.605075228
ENOSF1	-1.689250896
ABCF2	-1.620494019
RGS2	1.68362066
LYSMD1	1.686618959
MAP3K7CL	-2.243700082
SERPINI1	-2.243700082
LINC00467	2.118436321
MFI2-AS1	2.118436321
SGSH	-1.628096444
ZNF736	1.629591814
HADHB	-1.628067266
SPATA5L1	1.666861324
CCNYL1	-1.683501936
BAHD1	1.624422034
JPH1	-1.786412437
N4BP2L1	-1.768853643
TBC1D9	-1.768853643
CTD-3074O7.12	-1.754689986
PBDC1	-1.644545052
CHAF1B	1.598441065
ZNF436	1.635860967
OTUD3	1.718349421
COTL1	-1.592269864
DUSP14	-1.603537515
MAP4K4	-1.591399481
PEX1	1.69155242
LRRC14	1.597070866
HPS5	-1.718008729
EAPP	-1.610370019
TAB2	-1.605912737
RP11-307C12.12	1.681746439
ERVFRD-1	2.071719014
ENTPD7	-1.652087457
ABHD10	1.629914265
ZNF821	1.629468258
GPC6	1.617796592
TTC7A	-1.60183844
ECHDC1	-1.608585573
MLF1IP	1.595356294
STAG1	-1.596737136
HTR7	-1.971589997
STK17B	-1.629490266
LAT2	1.993834196
PTGER2	-1.950713061
TFDP1	1.585491456
SLC19A1	1.590930469
PDE1C	-1.651164701
ZNF626	1.985045265
HDAC4	1.886442394
CDKN2C	1.586119866
BARHL1	2.72695649
CCDC7	2.72695649
LINC00693	2.72695649
RIMBP3C	2.72695649
RP11-66N24.3	-1.691267748
C1orf56	1.708888477
POC1B	-1.863025751
TEX19	1.834475061
OTUD5	-1.585860789
C10orf95	1.817786749
ZNF524	-1.802307349
GS1-124K5.11	-1.806741275
RP11-253M7.1	-1.782265326
ZNF318	1.752445996
SS18L1	1.594756012
RAB22A	-1.590626197
MPP3	1.615515216
RCN1	-1.577595094
AP2M1	-1.575889434
SUMO2	1.57577426
SPAG7	-1.590539533
HLA-A	-1.572868306
PDCD2L	1.667538953
OAZ2	-1.591999785
LSM7	1.581959032
NQO2	-1.631883062
CHD2	1.582514964
STX5	-1.584632435
EHMT2	1.579702273
SMS	-1.575147956
PPP1R14B	-1.5713979
EPB41	1.625222883
GTF2F1	-1.580453442
PDIK1L	1.7033248
ANKRD42	-1.69797177
CEBPB	-1.57241942
GNB2L1	-1.567766205
CTB-152G17.6	2.248463901
RP11-422P24.11	2.248463901
TAF4B	-1.717312754
SEMA3F	1.582268587
UCK1	1.569632274
TBC1D24	1.60713053
DENND1B	-1.705322317
SGOL2	1.659180952
NLGN3	-1.729109085
ZNF783	-1.621306129
MICAL3	-1.758703967
KLHL5	-1.599374342
DIABLO	1.584113526
AK3	-1.573312528
C14orf93	1.675438103
H2AFZ	1.561576975
SCAP	-1.574748193
RP11-540A21.2	-2.442667983
AFAP1-AS1	2.192436187
DNAAF3	1.743517292
ABHD16B	-1.664154919
KANK3	-1.664154919
RHOT1	1.600412789
BMI1	1.580005432
AC069513.4	3.568210273
AP4B1-AS1	3.568210273
COL24A1	3.568210273
CTD-2083E4.7	3.568210273
DMGDH	3.568210273
PPARGC1A	3.568210273
RP11-485G7.6	3.568210273
RP11-75C10.7	3.568210273
RP5-1107A17.4	3.568210273
SLC35D3	3.568210273
TNFRSF4	3.568210273
USP6	3.568210273
C10orf90	-3.281844735
CNTN4	-3.281844735
LINC00035	-3.281844735
LIPE	-3.281844735
PSORS1C1	-3.281844735
SYTL5	-3.281844735
RP5-821D11.7	1.664404873
ZMYM4	-1.613113149
TRAF3IP2-AS1	1.81105909
SH3BP5L	-1.563991875
ABR	-1.579329402
ARHGAP12	-1.657183977
KIF2C	1.571314905
NPIPB9	1.808362283
SLC9A3R1	-1.558569376
PPME1	-1.568779604
RP4-756G23.5	2.150718268
TPGS1	-1.576273831
KCTD18	-1.630189105
QKI	-1.565535543
CDIPT	-1.560715654
LTA4H	-1.58836753
P2RX6	-1.904783885
GSPT1	-1.577142752
RP11-113D6.10	-1.917907421
GPRASP1	1.827419385
ARL1	-1.57127756
ECHDC2	-1.618708796
RNASEH2A	1.565810658
DNALI1	-1.880711787
WDR27	1.85481205
RP11-214O1.2	1.597968386
EHHADH	-1.922773051
LINC00672	-2.104986459
AP000251.3	2.047068212
RP11-259O2.3	2.047068212
RP11-936I5.1	2.047068212
SUPT5H	-1.554683421
SLC7A6	-1.571254042
C1orf112	-2.062786588
DTWD2	-2.062786588
ZBTB49	-2.027282846
CRK	-1.566207618
SIK3	-1.597979991
CEP97	1.57634865
PSMC3	-1.553289025
MAPK9	-1.589483148
RASA4	1.556826779
VEGFB	-1.570005272
ZBTB7B	1.555489939
LUC7L3	1.552518106
CALR	-1.54990461
PPP2R1B	-1.563879625
IER5L	1.560178113
SPG21	-1.572995904
FBXL14	1.558098722
UBE2V1	-1.561584595
KCTD17	1.600034852
SURF4	-1.548203915
EIF3M	-1.551117072
SNAPIN	1.564562383
ICOSLG	1.576166245
SFXN2	1.619584791
SLC12A8	-1.654098773
PIP5K1C	1.548564069
NSFL1C	-1.547631365
RGS12	1.673384736
TMEM115	-1.551065153
ST5	-1.55336509
UBR4	-1.542880354
